"Text"   ,"FirstPerson","InnerThinking","ThinkPositive","ThinkNegative","ThinkAhead","ThinkBack","Reasoning","Share_SocTies","Direct_Activity","Interacting","Notifying","LinearGuidance","WordPicture","SpaceInterval","Motion","PastEvents","TimeInterval","ShiftingEvents","Text_Coverage","Genre","Counter","Corpus","Corp.Genre"
jFR66.txt,1.03         ,2.75           ,0.77           ,0.17           ,0.51        ,0.39       ,2.32       ,1.24           ,0.09             ,0.82         ,3.13       ,3.99            ,5.28         ,1.16           ,0.43    ,1.89        ,0.9           ,0.9             ,27.77          ,9      ,857      ,2       ,209
jFR67.txt,0.17         ,1.94           ,0.72           ,0.59           ,0.68        ,0.59       ,1.82       ,2.41           ,0.38             ,0.25         ,3          ,5.53            ,7.56         ,0.55           ,0.21    ,1.31        ,2.03          ,0.34            ,30.08          ,9      ,858      ,2       ,209
jFR68.txt,0.08         ,4.08           ,1.19           ,1.74           ,1.78        ,0.25       ,3.14       ,2.25           ,0.17             ,0.21         ,2.21       ,4.46            ,4.38         ,0.68           ,0.42    ,0.85        ,1.19          ,0.68            ,29.76          ,9      ,859      ,2       ,209
jFR69.txt,0            ,2.21           ,0.52           ,0.48           ,1.43        ,0.13       ,2.82       ,1.69           ,0.3              ,1.04         ,4.16       ,3.77            ,3.21         ,0.48           ,0.22    ,0.56        ,1.04          ,0.35            ,24.41          ,9      ,860      ,2       ,209
jFR7.txt ,0            ,2.51           ,0.48           ,0.88           ,0.84        ,0.22       ,2.99       ,0.79           ,0.22             ,0.44         ,4.76       ,2.99            ,3.7          ,1.59           ,1.06    ,0.92        ,0.57          ,0.7             ,25.66          ,9      ,861      ,2       ,209
jFR70.txt,0            ,1.34           ,0.94           ,0.67           ,1.34        ,0.63       ,1.48       ,2.33           ,0.04             ,0            ,3.31       ,2.37            ,6.8          ,0.81           ,0.63    ,2.15        ,2.19          ,0.76            ,27.79          ,9      ,862      ,2       ,209
jFR71.txt,0            ,1.83           ,0.3            ,1.91           ,1.48        ,0.09       ,2.35       ,2.04           ,0.43             ,0            ,2.26       ,2.7             ,4.04         ,1.35           ,2.26    ,2           ,1.57          ,1.04            ,27.65          ,9      ,863      ,2       ,209
jFR72.txt,0            ,0.8            ,0.67           ,0.18           ,0.67        ,0.62       ,1.42       ,3.55           ,0.31             ,0            ,2.31       ,1.82            ,3.51         ,0.53           ,0.18    ,2.44        ,4.08          ,0.67            ,23.76          ,9      ,864      ,2       ,209
jFR73.txt,0.04         ,1.44           ,0.57           ,1.14           ,1.44        ,0.79       ,2.1        ,3.36           ,0.39             ,0.04         ,2.66       ,2.05            ,1.66         ,0.96           ,2.1     ,1.4         ,2.23          ,0.79            ,25.16          ,9      ,865      ,2       ,209
jFR74.txt,0.04         ,1.22           ,0.35           ,0.79           ,1.4         ,0.35       ,1.88       ,2.53           ,0.22             ,0.04         ,4.1        ,2.23            ,3.67         ,0.83           ,0.35    ,1.66        ,1.62          ,0.61            ,23.89          ,9      ,866      ,2       ,209
jFR75.txt,0            ,1.76           ,0.59           ,1.13           ,1.13        ,0.27       ,2.93       ,2.07           ,0.63             ,0            ,3.88       ,2.53            ,3.97         ,1.08           ,0.63    ,1.4         ,0.63          ,0.45            ,25.08          ,9      ,867      ,2       ,209
jFR76.txt,0.47         ,2.15           ,0.27           ,1.49           ,0.74        ,0.04       ,2.04       ,2.11           ,0.23             ,0.12         ,2.5        ,2.82            ,3.41         ,0.86           ,0.08    ,1.06        ,1.02          ,0.39            ,21.8           ,9      ,868      ,2       ,209
jFR77.txt,0            ,0.85           ,0.27           ,0.38           ,0.73        ,0.12       ,1.65       ,2.08           ,0.81             ,0            ,1.88       ,5.84            ,6.61         ,0.54           ,0.58    ,1.54        ,1.31          ,0.12            ,25.31          ,9      ,869      ,2       ,209
jFR78.txt,0.04         ,1.44           ,0.39           ,0.83           ,1.18        ,0.17       ,1.53       ,1.22           ,0.39             ,0            ,3.27       ,1.61            ,4.41         ,1.09           ,0.61    ,2.49        ,1.05          ,0.7             ,22.42          ,9      ,870      ,2       ,209
jFR79.txt,0            ,3.75           ,0.18           ,1.46           ,1.19        ,0.53       ,2.96       ,3.44           ,0.13             ,0.04         ,3.35       ,1.28            ,3.18         ,0.57           ,0       ,1.32        ,1.68          ,0.44            ,25.5           ,9      ,871      ,2       ,209
jFR8.txt ,0            ,2.35           ,0.31           ,0.93           ,1.81        ,0.22       ,2.35       ,1.02           ,0.18             ,0.04         ,2.61       ,3.14            ,3.19         ,0.4            ,0       ,1.02        ,1.15          ,0.89            ,21.61          ,9      ,872      ,2       ,209
jFR80.txt,0.09         ,2.57           ,0.43           ,0.83           ,0.87        ,0.61       ,3.18       ,1.48           ,0.17             ,0.04         ,2.61       ,2.22            ,3.65         ,0.96           ,0.17    ,2.74        ,0.87          ,0.83            ,24.32          ,9      ,873      ,2       ,209
jFR9.txt ,0.04         ,0.64           ,0.48           ,0.12           ,0.24        ,0.24       ,1.01       ,0.6            ,0.04             ,0            ,1.81       ,2.3             ,1.41         ,0.64           ,0.16    ,1.61        ,0.93          ,0.64            ,12.91          ,9      ,874      ,2       ,209
kFR1.txt ,1.39         ,2.71           ,0.68           ,1.27           ,0.68        ,0.52       ,2.07       ,1.04           ,0.24             ,1.67         ,1.43       ,10.2            ,7.61         ,1.91           ,0.6     ,3.15        ,0.92          ,0.88            ,38.97          ,10     ,875      ,2       ,210
kFR10.txt,1.81         ,2.48           ,1.35           ,1.47           ,1.51        ,0.34       ,1.77       ,2.48           ,0.08             ,0.88         ,1.81       ,7.86            ,6.85         ,1.13           ,0.42    ,2.61        ,1.05          ,0.29            ,36.19          ,10     ,876      ,2       ,210
kFR11.txt,4.17         ,2.05           ,0.72           ,1.44           ,0.61        ,0.23       ,2.73       ,0.99           ,0.49             ,2.92         ,1.59       ,7.05            ,5.34         ,1.29           ,1.14    ,1.67        ,1.14          ,1.4             ,36.97          ,10     ,877      ,2       ,210
kFR12.txt,1.68         ,3.5            ,0.6            ,1.34           ,1.42        ,1.47       ,4.57       ,1.42           ,0.09             ,0.26         ,2.59       ,7.29            ,3.45         ,1.51           ,0.39    ,2.85        ,1.29          ,1.51            ,37.23          ,10     ,878      ,2       ,210
kFR13.txt,1.78         ,2.38           ,0.89           ,0.85           ,0.93        ,0.61       ,2.71       ,1.09           ,0.12             ,2.02         ,2.18       ,9.78            ,6.3          ,2.42           ,0.57    ,2.99        ,0.61          ,0.85            ,39.08          ,10     ,879      ,2       ,210
kFR14.txt,2.78         ,3.71           ,0.6            ,0.69           ,0.81        ,0.16       ,2.18       ,1.01           ,0.4              ,5.28         ,1.53       ,8.15            ,6.41         ,1.53           ,1.53    ,0.77        ,0.56          ,0.77            ,38.87          ,10     ,880      ,2       ,210
kFR15.txt,1.83         ,4.16           ,1.45           ,1.7            ,1.37        ,1.16       ,3.45       ,1.16           ,0.12             ,1.79         ,2.29       ,9.93            ,4.78         ,1.25           ,0.25    ,2.87        ,1.29          ,0.87            ,41.72          ,10     ,881      ,2       ,210
kFR16.txt,0            ,2.11           ,0.31           ,0.92           ,0.57        ,0.48       ,1.67       ,1.32           ,0                ,0.13         ,2.51       ,4.62            ,13.89        ,2.68           ,1.05    ,3.65        ,1.14          ,1.27            ,38.32          ,10     ,882      ,2       ,210
kFR17.txt,0.9          ,1.85           ,0.45           ,0.58           ,0.74        ,0.95       ,1.56       ,0.62           ,0.08             ,1.03         ,2.1        ,9.95            ,7.85         ,2.59           ,0.78    ,3.91        ,0.7           ,0.82            ,37.46          ,10     ,883      ,2       ,210
kFR18.txt,0.62         ,1.95           ,0.79           ,0.67           ,0.71        ,0.54       ,1.79       ,0.5            ,1.5              ,1.33         ,1.87       ,5.57            ,8.86         ,3.2            ,0.71    ,3.16        ,1.54          ,0.96            ,36.27          ,10     ,884      ,2       ,210
kFR19.txt,0.85         ,2.63           ,0.85           ,0.89           ,0.59        ,0.76       ,2.5        ,1.19           ,0.13             ,0.98         ,2.37       ,6.11            ,7.34         ,1.7            ,1.23    ,3.22        ,0.98          ,0.81            ,35.13          ,10     ,885      ,2       ,210
kFR2.txt ,1.38         ,3.65           ,0.77           ,1.18           ,1.06        ,0.49       ,2.44       ,1.02           ,0.12             ,1.66         ,1.99       ,9.46            ,5.85         ,2.27           ,0.57    ,3.98        ,1.22          ,1.34            ,40.45          ,10     ,886      ,2       ,210
kFR20.txt,5.21         ,1.77           ,0.67           ,0.46           ,0.63        ,0.67       ,1.77       ,1.68           ,0.25             ,0.63         ,1.22       ,6.22            ,10.05        ,2.23           ,0.34    ,3.61        ,0.97          ,1.05            ,39.43          ,10     ,887      ,2       ,210
kFR21.txt,4.61         ,2.18           ,0.81           ,2.02           ,0.85        ,0.2        ,3.68       ,2.34           ,0.28             ,1.33         ,2.1        ,8.16            ,7.92         ,1.66           ,0.93    ,0.85        ,0.53          ,0.4             ,40.85          ,10     ,888      ,2       ,210
kFR22.txt,2.1          ,2.42           ,0.45           ,0.95           ,0.82        ,0.37       ,1.69       ,0.62           ,0.33             ,1.07         ,1.64       ,8.55            ,8.59         ,2.22           ,0.49    ,3.08        ,0.62          ,0.82            ,36.83          ,10     ,889      ,2       ,210
kFR23.txt,2.42         ,2.46           ,0.89           ,0.68           ,1.15        ,0.85       ,2.63       ,1.27           ,0.3              ,0.93         ,2.38       ,6.24            ,6.96         ,1.74           ,0.47    ,3.61        ,0.89          ,1.32            ,37.19          ,10     ,890      ,2       ,210
kFR24.txt,0.97         ,2.22           ,0.24           ,1.7            ,0.93        ,0.73       ,2.34       ,1.25           ,0.12             ,1.62         ,1.9        ,7.36            ,8.53         ,1.66           ,0.49    ,2.87        ,0.89          ,1.05            ,36.87          ,10     ,891      ,2       ,210
kFR25.txt,2.5          ,2.66           ,0.96           ,1.54           ,0.42        ,0.29       ,2.75       ,1.33           ,0.17             ,2.25         ,1.62       ,7.07            ,9.65         ,2.62           ,0.92    ,0.92        ,0.75          ,0.67            ,39.09          ,10     ,892      ,2       ,210
kFR26.txt,3.19         ,1.77           ,0.56           ,1.41           ,0.97        ,0.69       ,2.34       ,1.21           ,0.16             ,1.09         ,1.53       ,9.52            ,6.29         ,2.22           ,0.28    ,3.55        ,1.17          ,0.89            ,38.84          ,10     ,893      ,2       ,210
kFR27.txt,2.33         ,2.62           ,0.51           ,0.85           ,1.65        ,0.51       ,2.92       ,0.63           ,0.3              ,1.06         ,2.66       ,8.58            ,6.13         ,2.75           ,0.8     ,3.09        ,0.68          ,1.23            ,39.3           ,10     ,894      ,2       ,210
kFR28.txt,0.72         ,2.58           ,0.79           ,0.79           ,0.52        ,0.72       ,2.62       ,0.91           ,0.08             ,1.47         ,1.59       ,10.37           ,7.87         ,2.78           ,0.83    ,3.3         ,0.95          ,0.95            ,39.84          ,10     ,895      ,2       ,210
